Mirna,Target,energy,gap_l,gap_r
hsa-miR-183-5p,RB1,-12.93,4249,4275
hsa-miR-183-5p,RB1,-13.99,77,98
hsa-miR-183-5p,RB1,-9.44,1330,1352
hsa-miR-183-5p,RB1,-12.35,2070,2091
hsa-miR-183-5p,RB1,-10.83,2607,2628
hsa-miR-183-5p,RB1,-10.32,3215,3235
hsa-miR-183-5p,RB1,-16.89,3775,3796
hsa-miR-199b-5p,TNKS2,-11.47,1191,1214
hsa-miR-199b-5p,TNKS2,-10.28,4155,4177
hsa-miR-199b-5p,TNKS2,-19.64,758,782
hsa-miR-199b-5p,TNKS2,-12.19,5715,5739
hsa-miR-199b-5p,TNKS2,-14.34,3653,3678
hsa-miR-199b-5p,TNKS2,-20.34,3513,3537
hsa-miR-199b-5p,TNKS2,-20.06,4008,4036
hsa-miR-199b-5p,TNKS2,-19.01,406,428
hsa-miR-199b-5p,TNKS2,-13.2,2234,2256
hsa-miR-199b-5p,TNKS2,-8.72,4221,4243
hsa-miR-199b-5p,TNKS2,-17.64,6081,6102
hsa-miR-199b-5p,TNKS2,-16.04,1606,1627
hsa-miR-199b-5p,TNKS2,-10.19,3552,3573
hsa-miR-199b-5p,TNKS2,-12.71,6206,6232
hsa-miR-199b-5p,TNKS2,-8.72,1844,1866
hsa-miR-199b-5p,TNKS2,-9.79,4126,4149
hsa-miR-199b-5p,TNKS2,-10.46,1562,1586
hsa-miR-199b-5p,TNKS2,-7.64,4088,4109
hsa-miR-199b-5p,TNKS2,-11.42,1784,1806
hsa-miR-199b-5p,TNKS2,-8.31,4331,4354
hsa-miR-199b-5p,TNKS2,-13.29,1769,1790
hsa-miR-199b-5p,TNKS2,-12.63,2160,2181
hsa-miR-199b-5p,TNKS2,-11.74,4549,4570
hsa-miR-199b-5p,TNKS2,-13.77,2378,2404
hsa-miR-199b-5p,TNKS2,-7.84,3045,3067
hsa-miR-199b-5p,TNKS2,-5.56,4073,4095
hsa-miR-199b-5p,TNKS2,-10.24,5080,5099
hsa-miR-199b-5p,TNKS2,-13.65,700,723
hsa-miR-199b-5p,TNKS2,-12.57,797,819
hsa-miR-199b-5p,TNKS2,-12.27,2620,2642
hsa-miR-199b-5p,TNKS2,-10.37,3021,3045
hsa-miR-199b-5p,TNKS2,-13.05,3968,3991
hsa-miR-199b-5p,TNKS2,-7.52,4573,4595
hsa-miR-199b-5p,TNKS2,-8.35,508,529
hsa-miR-199b-5p,TNKS2,-16.95,921,949
hsa-miR-199b-5p,TNKS2,-13.31,960,986
hsa-miR-199b-5p,TNKS2,-7.46,1810,1832
hsa-miR-199b-5p,TNKS2,-6.78,3311,3330
hsa-miR-199b-5p,TNKS2,-14,3927,3946
hsa-miR-199b-5p,TNKS2,-13.1,5872,5896
hsa-miR-199b-5p,TNKS2,-8.76,2325,2345
hsa-miR-199b-5p,TNKS2,-8.26,1094,1118
hsa-miR-199b-5p,TNKS2,-8.21,2338,2361
hsa-miR-199b-5p,TNKS2,-15.35,4871,4895
hsa-miR-199b-5p,TNKS2,-7.37,1369,1392
hsa-miR-199b-5p,TNKS2,-11.92,2520,2543
hsa-miR-199b-5p,TNKS2,-8.76,2554,2576
hsa-miR-199b-5p,TNKS2,-9.23,2741,2763
hsa-miR-199b-5p,TNKS2,-7.13,3121,3144
hsa-miR-199b-5p,TNKS2,-6.93,3797,3820
hsa-miR-199b-5p,TNKS2,-9.05,3807,3829
hsa-miR-199b-5p,TNKS2,-15.61,4789,4811
hsa-miR-199b-5p,TNKS2,-8.75,5260,5282
hsa-miR-199b-5p,TNKS2,-13.45,5312,5334
hsa-miR-212-3p,PTEN,-10.3,6829,6849
hsa-miR-212-3p,PTEN,-20.59,115,138
hsa-miR-212-3p,PTEN,-16.59,1593,1613
hsa-miR-212-3p,PTEN,-9.4,3475,3495
hsa-miR-212-3p,PTEN,-13.49,4486,4506
hsa-miR-212-3p,PTEN,-8.23,5148,5168
hsa-miR-212-3p,PTEN,-6.99,5665,5685
hsa-miR-212-3p,PTEN,-8.39,6706,6726
hsa-miR-212-3p,PTEN,-7.99,5300,5320
hsa-miR-212-3p,PTEN,-13.5,2544,2564
hsa-miR-212-3p,PTEN,-10.67,4542,4561
hsa-miR-212-3p,PTEN,-4.54,4812,4832
hsa-miR-212-3p,PTEN,-7.09,8107,8127
hsa-miR-212-3p,PTEN,-14.79,166,184
hsa-miR-212-3p,PTEN,-9.31,4324,4344
hsa-miR-212-3p,PTEN,-12.51,5539,5560
hsa-miR-212-3p,PTEN,-5.36,6020,6041
hsa-miR-212-3p,PTEN,-10.54,7250,7272
hsa-miR-212-3p,PTEN,-8.36,7678,7698
hsa-miR-212-3p,PTEN,-9.99,3982,4000
hsa-miR-212-3p,PTEN,-12.5,5111,5130
hsa-miR-212-3p,PTEN,-12.82,7035,7053
hsa-miR-212-3p,PTEN,-6.41,7374,7394
hsa-miR-212-3p,PTEN,-10.04,3790,3813
hsa-miR-212-3p,PTEN,-10.67,4362,4383
hsa-miR-212-3p,PTEN,-11.61,6650,6669
hsa-miR-212-3p,PTEN,-16.21,759,778
hsa-miR-212-3p,PTEN,-10.95,5463,5482
hsa-miR-212-3p,PTEN,-8.29,3182,3202
hsa-miR-212-3p,PTEN,-3.72,4375,4395
hsa-miR-212-3p,PTEN,-9.49,4423,4443
hsa-miR-212-3p,PTEN,-7.1,6878,6898
hsa-miR-212-3p,PTEN,-11.83,7635,7655
hsa-miR-212-3p,PTEN,-15.43,2875,2892
hsa-miR-212-3p,PTEN,-8.4,1039,1059
hsa-miR-212-3p,PTEN,-6.02,7797,7817
hsa-miR-212-3p,PTEN,-10.42,8330,8351
hsa-miR-212-3p,PTEN,-6.79,1385,1405
hsa-miR-212-3p,PTEN,-6.69,1557,1577
hsa-miR-212-3p,PTEN,-10.33,4704,4724
hsa-miR-212-3p,PTEN,-16.59,5186,5206
hsa-miR-212-3p,PTEN,-11.48,5211,5231
hsa-miR-212-3p,PTEN,-5.18,5261,5281
hsa-miR-212-3p,PTEN,-5.43,7198,7218
hsa-miR-212-3p,PTEN,-9.97,7513,7533
hsa-miR-212-3p,PTEN,-7.06,8001,8021
hsa-miR-212-3p,PTEN,-10.3,6943,6963
hsa-miR-212-3p,PTEN,-16.59,1707,1727
hsa-miR-212-3p,PTEN,-9.4,3589,3609
hsa-miR-212-3p,PTEN,-13.49,4600,4620
hsa-miR-212-3p,PTEN,-8.23,5262,5282
hsa-miR-212-3p,PTEN,-6.99,5779,5799
hsa-miR-212-3p,PTEN,-8.39,6820,6840
hsa-miR-212-3p,PTEN,-7.99,5414,5434
hsa-miR-212-3p,PTEN,-13.5,2658,2678
hsa-miR-212-3p,PTEN,-10.67,4656,4675
hsa-miR-212-3p,PTEN,-4.54,4926,4946
hsa-miR-212-3p,PTEN,-7.09,8221,8241
hsa-miR-212-3p,PTEN,-9.31,4438,4458
hsa-miR-212-3p,PTEN,-12.51,5653,5674
hsa-miR-212-3p,PTEN,-5.36,6134,6155
hsa-miR-212-3p,PTEN,-10.54,7364,7386
hsa-miR-212-3p,PTEN,-8.36,7792,7812
hsa-miR-212-3p,PTEN,-9.99,4096,4114
hsa-miR-212-3p,PTEN,-12.5,5225,5244
hsa-miR-212-3p,PTEN,-12.82,7149,7167
hsa-miR-212-3p,PTEN,-6.41,7488,7508
hsa-miR-212-3p,PTEN,-10.04,3904,3927
hsa-miR-212-3p,PTEN,-10.67,4476,4497
hsa-miR-212-3p,PTEN,-11.61,6764,6783
hsa-miR-212-3p,PTEN,-10.95,5577,5596
hsa-miR-212-3p,PTEN,-8.29,3296,3316
hsa-miR-212-3p,PTEN,-3.72,4489,4509
hsa-miR-212-3p,PTEN,-9.49,4537,4557
hsa-miR-212-3p,PTEN,-7.1,6992,7012
hsa-miR-212-3p,PTEN,-11.83,7749,7769
hsa-miR-212-3p,PTEN,-15.43,2989,3006
hsa-miR-212-3p,PTEN,-6.02,7911,7931
hsa-miR-212-3p,PTEN,-10.42,8444,8465
hsa-miR-212-3p,PTEN,-6.79,1340,1360
hsa-miR-212-3p,PTEN,-6.69,1671,1691
hsa-miR-212-3p,PTEN,-10.33,4818,4838
hsa-miR-212-3p,PTEN,-16.59,5300,5320
hsa-miR-212-3p,PTEN,-11.48,5325,5345
hsa-miR-212-3p,PTEN,-5.18,5375,5395
hsa-miR-212-3p,PTEN,-5.43,7312,7332
hsa-miR-212-3p,PTEN,-9.97,7627,7647
hsa-miR-212-3p,PTEN,-7.06,8115,8135
hsa-miR-222-3p,PTEN,-21.24,107,129
hsa-miR-222-3p,PTEN,-9.39,1172,1193
hsa-miR-222-3p,PTEN,-14.79,6631,6652
hsa-miR-222-3p,PTEN,-10.71,6807,6827
hsa-miR-222-3p,PTEN,-12.97,7319,7340
hsa-miR-222-3p,PTEN,-10.81,2429,2449
hsa-miR-222-3p,PTEN,-20.04,4909,4929
hsa-miR-222-3p,PTEN,-14.15,8153,8173
hsa-miR-222-3p,PTEN,-5.07,4435,4455
hsa-miR-222-3p,PTEN,-11.25,6122,6142
hsa-miR-222-3p,PTEN,-12.16,6926,6948
hsa-miR-222-3p,PTEN,-9.77,4583,4603
hsa-miR-222-3p,PTEN,-14.2,1765,1785
hsa-miR-222-3p,PTEN,-16.92,2119,2142
hsa-miR-222-3p,PTEN,-8.43,2439,2462
hsa-miR-222-3p,PTEN,-9.7,3055,3072
hsa-miR-222-3p,PTEN,-12.59,7308,7329
hsa-miR-222-3p,PTEN,-5.74,7396,7417
hsa-miR-222-3p,PTEN,-10.79,7596,7616
hsa-miR-222-3p,PTEN,-5.91,7814,7834
hsa-miR-222-3p,PTEN,-12.51,5614,5634
hsa-miR-222-3p,PTEN,-6.08,1371,1391
hsa-miR-222-3p,PTEN,-7.96,7171,7191
hsa-miR-222-3p,PTEN,-11.95,4756,4776
hsa-miR-222-3p,PTEN,-6.47,6202,6222
hsa-miR-222-3p,PTEN,-13.09,6492,6513
hsa-miR-222-3p,PTEN,-14.75,2648,2668
hsa-miR-222-3p,PTEN,-9.2,4981,5001
hsa-miR-222-3p,PTEN,-7.2,5213,5233
hsa-miR-222-3p,PTEN,-15.38,5367,5389
hsa-miR-222-3p,PTEN,-11.48,5912,5932
hsa-miR-222-3p,PTEN,-12.18,7572,7592
hsa-miR-222-3p,PTEN,-10.84,8073,8093
hsa-miR-222-3p,PTEN,-14.55,1356,1376
hsa-miR-222-3p,PTEN,-14.42,2045,2065
hsa-miR-222-3p,PTEN,-9.2,6161,6180
hsa-miR-222-3p,PTEN,-13.56,2593,2616
hsa-miR-222-3p,PTEN,-12.47,5026,5048
hsa-miR-222-3p,PTEN,-9.74,5861,5882
hsa-miR-222-3p,PTEN,-4.63,6916,6936
hsa-miR-222-3p,PTEN,-14.6,8228,8250
hsa-miR-222-3p,PTEN,-15.6,8520,8540
hsa-miR-222-3p,PTEN,-10.92,1541,1561
hsa-miR-222-3p,PTEN,-10.05,1729,1753
hsa-miR-222-3p,PTEN,-10.51,4115,4134
hsa-miR-222-3p,PTEN,-9.85,4837,4858
hsa-miR-222-3p,PTEN,-4.96,6241,6261
hsa-miR-222-3p,PTEN,-5.92,2716,2736
hsa-miR-222-3p,PTEN,-7.63,4775,4795
hsa-miR-222-3p,PTEN,-12.02,6962,6982
hsa-miR-222-3p,PTEN,-8.65,7247,7267
hsa-miR-222-3p,PTEN,-8.35,7441,7461
hsa-miR-222-3p,PTEN,-4.41,8184,8204
hsa-miR-222-3p,PTEN,-9.92,8507,8527
hsa-miR-222-3p,PTEN,-14.79,6745,6766
hsa-miR-222-3p,PTEN,-10.71,6921,6941
hsa-miR-222-3p,PTEN,-12.97,7433,7454
hsa-miR-222-3p,PTEN,-20.25,1564,1586
hsa-miR-222-3p,PTEN,-10.81,2543,2563
hsa-miR-222-3p,PTEN,-20.04,5023,5043
hsa-miR-222-3p,PTEN,-14.15,8267,8287
hsa-miR-222-3p,PTEN,-5.07,4549,4569
hsa-miR-222-3p,PTEN,-11.25,6236,6256
hsa-miR-222-3p,PTEN,-12.16,7040,7062
hsa-miR-222-3p,PTEN,-9.77,4697,4717
hsa-miR-222-3p,PTEN,-14.2,1879,1899
hsa-miR-222-3p,PTEN,-16.92,2233,2256
hsa-miR-222-3p,PTEN,-8.43,2553,2576
hsa-miR-222-3p,PTEN,-9.7,3169,3186
hsa-miR-222-3p,PTEN,-12.59,7422,7443
hsa-miR-222-3p,PTEN,-5.74,7510,7531
hsa-miR-222-3p,PTEN,-10.79,7710,7730
hsa-miR-222-3p,PTEN,-5.91,7928,7948
hsa-miR-222-3p,PTEN,-12.51,5728,5748
hsa-miR-222-3p,PTEN,-6.08,1326,1346
hsa-miR-222-3p,PTEN,-7.96,7285,7305
hsa-miR-222-3p,PTEN,-11.95,4870,4890
hsa-miR-222-3p,PTEN,-6.47,6316,6336
hsa-miR-222-3p,PTEN,-13.09,6606,6627
hsa-miR-222-3p,PTEN,-14.75,2762,2782
hsa-miR-222-3p,PTEN,-9.2,5095,5115
hsa-miR-222-3p,PTEN,-7.2,5327,5347
hsa-miR-222-3p,PTEN,-15.38,5481,5503
hsa-miR-222-3p,PTEN,-11.48,6026,6046
hsa-miR-222-3p,PTEN,-12.18,7686,7706
hsa-miR-222-3p,PTEN,-10.84,8187,8207
hsa-miR-222-3p,PTEN,-14.55,1311,1331
hsa-miR-222-3p,PTEN,-14.42,2159,2179
hsa-miR-222-3p,PTEN,-9.2,6275,6294
hsa-miR-222-3p,PTEN,-13.56,2707,2730
hsa-miR-222-3p,PTEN,-12.47,5140,5162
hsa-miR-222-3p,PTEN,-9.74,5975,5996
hsa-miR-222-3p,PTEN,-4.63,7030,7050
hsa-miR-222-3p,PTEN,-14.6,8342,8364
hsa-miR-222-3p,PTEN,-15.6,8634,8654
hsa-miR-222-3p,PTEN,-10.92,1655,1675
hsa-miR-222-3p,PTEN,-10.05,1843,1867
hsa-miR-222-3p,PTEN,-10.51,4229,4248
hsa-miR-222-3p,PTEN,-9.85,4951,4972
hsa-miR-222-3p,PTEN,-4.96,6355,6375
hsa-miR-222-3p,PTEN,-12.1,1605,1625
hsa-miR-222-3p,PTEN,-5.92,2830,2850
hsa-miR-222-3p,PTEN,-7.63,4889,4909
hsa-miR-222-3p,PTEN,-12.02,7076,7096
hsa-miR-222-3p,PTEN,-8.65,7361,7381
hsa-miR-222-3p,PTEN,-8.35,7555,7575
hsa-miR-222-3p,PTEN,-4.41,8298,8318
hsa-miR-222-3p,PTEN,-9.92,8621,8641
hsa-miR-224-5p,TNKS2,-7.65,5931,5951
hsa-miR-224-5p,TNKS2,-14.33,3079,3097
hsa-miR-224-5p,TNKS2,-12.93,3931,3951
hsa-miR-224-5p,TNKS2,-15.94,5038,5059
hsa-miR-224-5p,TNKS2,-8.71,5996,6016
hsa-miR-224-5p,TNKS2,-13.41,1353,1370
hsa-miR-224-5p,TNKS2,-11,4324,4346
hsa-miR-224-5p,TNKS2,-12.62,5328,5350
hsa-miR-224-5p,TNKS2,-10.32,3789,3809
hsa-miR-224-5p,TNKS2,-12.88,414,434
hsa-miR-224-5p,TNKS2,-15.69,156,173
hsa-miR-224-5p,TNKS2,-14.58,3656,3677
hsa-miR-224-5p,TNKS2,-18.58,2398,2417
hsa-miR-224-5p,TNKS2,-9.35,3838,3858
hsa-miR-224-5p,TNKS2,-13.19,805,825
hsa-miR-224-5p,TNKS2,-14.59,2904,2925
hsa-miR-224-5p,TNKS2,-17.22,5175,5194
hsa-miR-224-5p,TNKS2,-11.47,6182,6203
hsa-miR-224-5p,TNKS2,-6.84,2047,2067
hsa-miR-224-5p,TNKS2,-7.11,5508,5528
hsa-miR-224-5p,TNKS2,-15.11,2563,2586
hsa-miR-224-5p,TNKS2,-6.4,5466,5486
hsa-miR-224-5p,TNKS2,-10.03,1085,1104
hsa-miR-224-5p,TNKS2,-11.96,1581,1604
hsa-miR-224-5p,TNKS2,-14.04,5415,5437
hsa-miR-224-5p,TNKS2,-8.56,5667,5687
hsa-miR-224-5p,TNKS2,-12.87,844,864
hsa-miR-224-5p,TNKS2,-11.36,1542,1562
hsa-miR-224-5p,TNKS2,-6.33,3960,3980
hsa-miR-224-5p,TNKS2,-16.15,137,155
hsa-miR-224-5p,TNKS2,-10.37,1102,1122
hsa-miR-224-5p,TNKS2,-10.85,1225,1245
hsa-miR-224-5p,TNKS2,-7.93,1485,1505
hsa-miR-224-5p,TNKS2,-7.16,2417,2437
hsa-miR-224-5p,TNKS2,-16.83,2939,2959
hsa-miR-224-5p,TNKS2,-6.2,5199,5219
hsa-let-7g-5p,QKI,-19.23,10197,10221
hsa-let-7g-5p,QKI,-12.48,11548,11570
hsa-let-7g-5p,QKI,-10.27,5616,5638
hsa-let-7g-5p,QKI,-14.68,10350,10370
hsa-let-7g-5p,QKI,-14.14,14157,14179
hsa-let-7g-5p,QKI,-17.46,3185,3205
hsa-let-7g-5p,QKI,-14.48,12054,12074
hsa-let-7g-5p,QKI,-9.66,8474,8496
hsa-let-7g-5p,QKI,-12.28,9669,9690
hsa-let-7g-5p,QKI,-16.11,13006,13028
hsa-let-7g-5p,QKI,-15.52,1519,1545
hsa-let-7g-5p,QKI,-11,5633,5655
hsa-let-7g-5p,QKI,-13.64,16097,16118
hsa-let-7g-5p,QKI,-12.86,6535,6561
hsa-let-7g-5p,QKI,-9.98,4873,4894
hsa-let-7g-5p,QKI,-9.65,6884,6904
hsa-let-7g-5p,QKI,-14.55,13081,13102
hsa-let-7g-5p,QKI,-8.66,14952,14973
hsa-let-7g-5p,QKI,-13.13,651,675
hsa-let-7g-5p,QKI,-13,10509,10530
hsa-let-7g-5p,QKI,-12.87,5232,5252
hsa-let-7g-5p,QKI,-10.64,11249,11270
hsa-let-7g-5p,QKI,-12.65,12871,12892
hsa-let-7g-5p,QKI,-8.53,3979,4001
hsa-let-7g-5p,QKI,-13.5,5215,5237
hsa-let-7g-5p,QKI,-13.7,11183,11204
hsa-let-7g-5p,QKI,-11.34,1834,1857
hsa-let-7g-5p,QKI,-13.27,4835,4856
hsa-let-7g-5p,QKI,-13.88,6498,6519
hsa-let-7g-5p,QKI,-11.35,12567,12590
hsa-let-7g-5p,QKI,-10.97,1427,1448
hsa-let-7g-5p,QKI,-12.22,4639,4660
hsa-let-7g-5p,QKI,-9.68,7381,7402
hsa-let-7g-5p,QKI,-11.15,8517,8536
hsa-let-7g-5p,QKI,-7.81,9779,9798
hsa-let-7g-5p,QKI,-13.32,12123,12144
hsa-let-7g-5p,QKI,-9.17,13175,13196
hsa-let-7g-5p,QKI,-17.42,14667,14688
hsa-let-7g-5p,QKI,-11.9,15116,15134
hsa-let-7g-5p,QKI,-8.77,15347,15368
hsa-let-7g-5p,QKI,-11.89,2526,2547
hsa-let-7g-5p,QKI,-11.11,13030,13050
hsa-let-7g-5p,QKI,-13.27,3224,3246
hsa-let-7g-5p,QKI,-10.09,3308,3328
hsa-let-7g-5p,QKI,-9.7,13460,13480
hsa-let-7g-5p,QKI,-9.17,13523,13545
hsa-let-7g-5p,QKI,-15.56,13840,13866
hsa-let-7g-5p,QKI,-18.14,14007,14030
hsa-let-7g-5p,QKI,-9.07,585,606
hsa-let-7g-5p,QKI,-15.13,5577,5599
hsa-let-7g-5p,QKI,-12.88,7182,7202
hsa-let-7g-5p,QKI,-8.65,8393,8413
hsa-let-7g-5p,QKI,-9.22,11865,11886
hsa-let-7g-5p,QKI,-10.77,13741,13762
hsa-let-7g-5p,QKI,-15.29,14470,14491
hsa-let-7g-5p,QKI,-14.01,16299,16318
hsa-let-7g-5p,QKI,-7.04,476,497
hsa-let-7g-5p,QKI,-8.33,7144,7164
hsa-let-7g-5p,QKI,-11.36,8142,8163
hsa-let-7g-5p,QKI,-8.15,10627,10648
hsa-let-7g-5p,QKI,-11.95,12271,12292
hsa-let-7g-5p,QKI,-15.36,753,772
hsa-let-7g-5p,QKI,-11.31,1280,1304
hsa-let-7g-5p,QKI,-11.63,6356,6378
hsa-let-7g-5p,QKI,-12.59,7214,7237
hsa-let-7g-5p,QKI,-12.74,7534,7555
hsa-let-7g-5p,QKI,-12.04,8175,8197
hsa-let-7g-5p,QKI,-13.14,11142,11163
hsa-let-7g-5p,QKI,-13.2,12927,12952
hsa-let-7g-5p,QKI,-12.14,631,654
hsa-let-7g-5p,QKI,-11.37,1072,1096
hsa-let-7g-5p,QKI,-7.31,1807,1827
hsa-let-7g-5p,QKI,-11.17,2010,2030
hsa-let-7g-5p,QKI,-8.77,6080,6105
hsa-let-7g-5p,QKI,-8.61,6518,6538
hsa-let-7g-5p,QKI,-11.67,9310,9334
hsa-let-7g-5p,QKI,-5.94,11011,11031
hsa-let-7g-5p,QKI,-12.11,6702,6727
hsa-let-7g-5p,QKI,-8.12,7276,7298
hsa-let-7g-5p,QKI,-12.3,9139,9158
hsa-let-7g-5p,QKI,-6.72,15655,15676
hsa-let-7g-5p,QKI,-7.18,15820,15839
hsa-let-7g-5p,QKI,-9.68,1178,1199
hsa-let-7g-5p,QKI,-10.05,4960,4981
hsa-let-7g-5p,QKI,-9.83,6591,6614
hsa-let-7g-5p,QKI,-6.95,7605,7629
hsa-let-7g-5p,QKI,-8.84,10605,10626
hsa-let-7g-5p,QKI,-8.74,14709,14730
hsa-let-7g-5p,QKI,-11.47,14909,14930
hsa-let-7g-5p,QKI,-9.23,3543,3565
hsa-let-7g-5p,QKI,-11.99,4003,4025
hsa-let-7g-5p,QKI,-7.31,4439,4461
hsa-let-7g-5p,QKI,-10.02,10053,10076
hsa-let-7g-5p,QKI,-12.69,12477,12496
hsa-let-7g-5p,QKI,-10.36,16062,16080
hsa-let-7g-5p,QKI,-9.35,1616,1636
hsa-let-7g-5p,QKI,-11.17,1725,1750
hsa-let-7g-5p,QKI,-9.55,3146,3166
hsa-let-7g-5p,QKI,-12.77,8376,8402
hsa-let-7g-5p,QKI,-12.4,9001,9021
hsa-let-7g-5p,QKI,-8.71,11905,11925
hsa-let-7g-5p,QKI,-8.14,12455,12478
hsa-let-7g-5p,QKI,-13.03,15208,15233
hsa-let-7g-5p,QKI,-11.67,1268,1289
hsa-let-7g-5p,QKI,-11.74,2958,2979
hsa-let-7g-5p,QKI,-15.67,3962,3985
hsa-let-7g-5p,QKI,-8.37,8892,8910
hsa-let-7g-5p,QKI,-6.31,9272,9291
hsa-let-7g-5p,QKI,-12.34,11949,11970
hsa-let-7g-5p,QKI,-13.51,1361,1381
hsa-let-7g-5p,QKI,-8.53,1791,1812
hsa-let-7g-5p,QKI,-8.29,5500,5521
hsa-let-7g-5p,QKI,-7.07,6863,6884
hsa-let-7g-5p,QKI,-10.01,8227,8247
hsa-let-7g-5p,QKI,-11.56,8459,8481
hsa-let-7g-5p,QKI,-9.05,10521,10542
hsa-let-7g-5p,QKI,-8.86,10800,10821
hsa-let-7g-5p,QKI,-12.56,12490,12511
hsa-let-7g-5p,QKI,-10.1,13070,13091
hsa-let-7g-5p,QKI,-8.69,13905,13931
hsa-let-7g-5p,QKI,-10.17,13982,14003
hsa-let-7g-5p,QKI,-19.23,9250,9274
hsa-let-7g-5p,QKI,-12.48,10601,10623
hsa-let-7g-5p,QKI,-10.27,4669,4691
hsa-let-7g-5p,QKI,-14.68,9403,9423
hsa-let-7g-5p,QKI,-14.14,13210,13232
hsa-let-7g-5p,QKI,-17.46,2238,2258
hsa-let-7g-5p,QKI,-14.48,11107,11127
hsa-let-7g-5p,QKI,-9.66,7527,7549
hsa-let-7g-5p,QKI,-12.28,8722,8743
hsa-let-7g-5p,QKI,-16.11,12059,12081
hsa-let-7g-5p,QKI,-11,4686,4708
hsa-let-7g-5p,QKI,-13.64,15150,15171
hsa-let-7g-5p,QKI,-12.86,5588,5614
hsa-let-7g-5p,QKI,-9.98,3926,3947
hsa-let-7g-5p,QKI,-9.65,5937,5957
hsa-let-7g-5p,QKI,-14.55,12134,12155
hsa-let-7g-5p,QKI,-8.66,14005,14026
hsa-let-7g-5p,QKI,-13,9562,9583
hsa-let-7g-5p,QKI,-12.87,4285,4305
hsa-let-7g-5p,QKI,-10.64,10302,10323
hsa-let-7g-5p,QKI,-12.65,11924,11945
hsa-let-7g-5p,QKI,-8.53,3032,3054
hsa-let-7g-5p,QKI,-13.5,4268,4290
hsa-let-7g-5p,QKI,-13.7,10236,10257
hsa-let-7g-5p,QKI,-13.27,3888,3909
hsa-let-7g-5p,QKI,-13.88,5551,5572
hsa-let-7g-5p,QKI,-11.35,11620,11643
hsa-let-7g-5p,QKI,-12.22,3692,3713
hsa-let-7g-5p,QKI,-9.68,6434,6455
hsa-let-7g-5p,QKI,-11.15,7570,7589
hsa-let-7g-5p,QKI,-7.81,8832,8851
hsa-let-7g-5p,QKI,-13.32,11176,11197
hsa-let-7g-5p,QKI,-9.17,12228,12249
hsa-let-7g-5p,QKI,-17.42,13720,13741
hsa-let-7g-5p,QKI,-11.9,14169,14187
hsa-let-7g-5p,QKI,-8.77,14400,14421
hsa-let-7g-5p,QKI,-11.89,1579,1600
hsa-let-7g-5p,QKI,-11.11,12083,12103
hsa-let-7g-5p,QKI,-13.27,2277,2299
hsa-let-7g-5p,QKI,-10.09,2361,2381
hsa-let-7g-5p,QKI,-9.7,12513,12533
hsa-let-7g-5p,QKI,-9.17,12576,12598
hsa-let-7g-5p,QKI,-15.56,12893,12919
hsa-let-7g-5p,QKI,-18.14,13060,13083
hsa-let-7g-5p,QKI,-15.13,4630,4652
hsa-let-7g-5p,QKI,-12.88,6235,6255
hsa-let-7g-5p,QKI,-8.65,7446,7466
hsa-let-7g-5p,QKI,-9.22,10918,10939
hsa-let-7g-5p,QKI,-10.77,12794,12815
hsa-let-7g-5p,QKI,-15.29,13523,13544
hsa-let-7g-5p,QKI,-14.01,15352,15371
hsa-let-7g-5p,QKI,-8.33,6197,6217
hsa-let-7g-5p,QKI,-11.36,7195,7216
hsa-let-7g-5p,QKI,-8.15,9680,9701
hsa-let-7g-5p,QKI,-11.95,11324,11345
hsa-let-7g-5p,QKI,-11.63,5409,5431
hsa-let-7g-5p,QKI,-12.59,6267,6290
hsa-let-7g-5p,QKI,-12.74,6587,6608
hsa-let-7g-5p,QKI,-12.04,7228,7250
hsa-let-7g-5p,QKI,-13.14,10195,10216
hsa-let-7g-5p,QKI,-13.2,11980,12005
hsa-let-7g-5p,QKI,-8.77,5133,5158
hsa-let-7g-5p,QKI,-8.61,5571,5591
hsa-let-7g-5p,QKI,-11.67,8363,8387
hsa-let-7g-5p,QKI,-5.94,10064,10084
hsa-let-7g-5p,QKI,-12.11,5755,5780
hsa-let-7g-5p,QKI,-8.12,6329,6351
hsa-let-7g-5p,QKI,-12.3,8192,8211
hsa-let-7g-5p,QKI,-6.72,14708,14729
hsa-let-7g-5p,QKI,-7.18,14873,14892
hsa-let-7g-5p,QKI,-10.05,4013,4034
hsa-let-7g-5p,QKI,-9.83,5644,5667
hsa-let-7g-5p,QKI,-6.95,6658,6682
hsa-let-7g-5p,QKI,-8.84,9658,9679
hsa-let-7g-5p,QKI,-8.74,13762,13783
hsa-let-7g-5p,QKI,-11.47,13962,13983
hsa-let-7g-5p,QKI,-9.23,2596,2618
hsa-let-7g-5p,QKI,-11.99,3056,3078
hsa-let-7g-5p,QKI,-7.31,3492,3514
hsa-let-7g-5p,QKI,-10.02,9106,9129
hsa-let-7g-5p,QKI,-12.69,11530,11549
hsa-let-7g-5p,QKI,-10.36,15115,15133
hsa-let-7g-5p,QKI,-9.55,2199,2219
hsa-let-7g-5p,QKI,-12.77,7429,7455
hsa-let-7g-5p,QKI,-12.4,8054,8074
hsa-let-7g-5p,QKI,-8.71,10958,10978
hsa-let-7g-5p,QKI,-8.14,11508,11531
hsa-let-7g-5p,QKI,-13.03,14261,14286
hsa-let-7g-5p,QKI,-11.74,2011,2032
